epoch,step,test_loss,test_ortho_penalty,test_recon_mse,test_task_mse,test_tau_value,train_loss,train_ortho_penalty,train_recon_mse,train_task_mse,train_tau_value,val_loss,val_ortho_penalty,val_recon_mse,val_task_mse,val_tau_value
0,49,,,,,,2.8888819217681885,0.0016046017408370972,0.4287683367729187,2.4599530696868896,0.10042540729045868,,,,,
0,99,,,,,,2.1063053607940674,0.0004611015319824219,0.3934374451637268,1.7128219604492188,0.10094529390335083,,,,,
0,149,,,,,,1.5785176753997803,0.00039280951023101807,0.3090957999229431,1.2693824768066406,0.10170043259859085,,,,,
0,199,,,,,,1.3086403608322144,0.0012831538915634155,0.2443871796131134,1.0641249418258667,0.10247475653886795,,,,,
0,249,,,,,,1.0210217237472534,0.00010144710540771484,0.20107369124889374,0.8199379444122314,0.10311231762170792,,,,,
0,264,,,,,,,,,,,1.9526991844177246,0.00010892748832702637,0.33151906728744507,1.6211696863174438,0.10328642278909683
1,299,,,,,,1.0189565420150757,0.0006121546030044556,0.17516867816448212,0.8437265753746033,0.10360421985387802,,,,,
1,349,,,,,,0.8900087475776672,0.001571059226989746,0.17982672154903412,0.710024893283844,0.10394922643899918,,,,,
1,399,,,,,,0.8445838093757629,0.0009070336818695068,0.15185265243053436,0.6926404237747192,0.1042095422744751,,,,,
1,449,,,,,,0.8741867542266846,0.0002855956554412842,0.16214872896671295,0.7120094895362854,0.10442105680704117,,,,,
1,499,,,,,,0.8290555477142334,0.0005233585834503174,0.13491728901863098,0.6940858960151672,0.10461876541376114,,,,,
1,529,,,,,,,,,,,1.5038948059082031,0.000651434063911438,0.2125728279352188,1.2912571430206299,0.10472103208303452
2,549,,,,,,0.7942407131195068,0.0002575814723968506,0.1365872621536255,0.6576277017593384,0.10477748513221741,,,,,
2,599,,,,,,0.6907055377960205,0.0004813969135284424,0.12069763988256454,0.5699597597122192,0.1049567237496376,,,,,
2,649,,,,,,0.7620845437049866,0.0004964172840118408,0.12859433889389038,0.6334405541419983,0.10512682050466537,,,,,
2,699,,,,,,0.6940769553184509,0.00035931169986724854,0.11435046046972275,0.5796905755996704,0.10528610646724701,,,,,
2,749,,,,,,0.6987760066986084,4.871189594268799e-05,0.12092563509941101,0.5778454542160034,0.10544656962156296,,,,,
2,794,,,,,,,,,,,1.3191392421722412,0.0006136894226074219,0.15836305916309357,1.1607146263122559,0.10557787120342255
3,799,,,,,,0.5792528390884399,0.0012739449739456177,0.10015799850225449,0.47896748781204224,0.10558629035949707,,,,,
3,849,,,,,,0.5922284126281738,0.00013233721256256104,0.09667706489562988,0.4955380856990814,0.1057392954826355,,,,,
3,899,,,,,,0.6329912543296814,0.000255391001701355,0.09540250152349472,0.5375632643699646,0.10588233917951584,,,,,
3,949,,,,,,0.5632794499397278,0.000813022255897522,0.08980585634708405,0.4733922779560089,0.10601959377527237,,,,,
3,999,,,,,,0.5761040449142456,0.0002550184726715088,0.087412029504776,0.4886665344238281,0.10616306960582733,,,,,
3,1049,,,,,,0.6644385457038879,0.0019077211618423462,0.08777114748954773,0.5764765739440918,0.10627954453229904,,,,,
3,1059,,,,,,,,,,,1.2351438999176025,0.0017648935317993164,0.12981364130973816,1.105154037475586,0.10630185157060623
4,1099,,,,,,0.5859177708625793,0.0002759695053100586,0.07553408294916153,0.510356068611145,0.1063808873295784,,,,,
4,1149,,,,,,0.5300794243812561,0.00142592191696167,0.07338973134756088,0.4565471410751343,0.1064990907907486,,,,,
4,1199,,,,,,0.5215182304382324,0.0010313689708709717,0.07414459437131882,0.44727054238319397,0.10658498108386993,,,,,
