epoch,step,test_loss,test_ortho_penalty,test_recon_mse,test_task_mse,test_tau_value,train_loss,train_ortho_penalty,train_recon_mse,train_task_mse,train_tau_value,val_loss,val_ortho_penalty,val_recon_mse,val_task_mse,val_tau_value
0,49,,,,,,3.5809085369110107,0.0006764382123947144,0.6217153072357178,2.959125518798828,0.10050100833177567,,,,,
0,99,,,,,,2.1510047912597656,0.00019848346710205078,0.6416268944740295,1.5093580484390259,0.10118987411260605,,,,,
0,149,,,,,,1.5005255937576294,0.0001484602689743042,0.4381878674030304,1.0623228549957275,0.10181963443756104,,,,,
0,199,,,,,,1.2020121812820435,0.0006766021251678467,0.3360241651535034,0.8659203052520752,0.10228712111711502,,,,,
0,249,,,,,,0.9513038992881775,0.0009698718786239624,0.2667170464992523,0.6844898462295532,0.10261494666337967,,,,,
0,264,,,,,,,,,,,1.8549376726150513,0.000884413777384907,0.45304492115974426,1.401804804801941,0.10269314050674438
1,299,,,,,,0.9667252898216248,0.0007375329732894897,0.2520544230937958,0.7145971059799194,0.10283952951431274,,,,,
1,349,,,,,,0.8580568432807922,0.00017373263835906982,0.226209819316864,0.6318296790122986,0.10298799723386765,,,,,
1,399,,,,,,0.7519569993019104,0.0007579624652862549,0.1798352599143982,0.5720459222793579,0.10312432050704956,,,,,
1,449,,,,,,0.7444862127304077,0.0007159262895584106,0.17795749008655548,0.5664571523666382,0.10324295610189438,,,,,
1,499,,,,,,0.6263929605484009,0.0012562870979309082,0.14914502203464508,0.47712230682373047,0.10333117097616196,,,,,
1,529,,,,,,,,,,,1.3551280498504639,9.414553642272949e-05,0.25072333216667175,1.1043956279754639,0.10338550806045532
2,549,,,,,,0.5903534889221191,0.0002529323101043701,0.1353766769170761,0.45495152473449707,0.10341475903987885,,,,,
2,599,,,,,,0.7016141414642334,0.00018866360187530518,0.15157334506511688,0.5500218868255615,0.10348992794752121,,,,,
2,649,,,,,,0.5762181878089905,0.0008719563484191895,0.12229028344154358,0.4538406729698181,0.10355806350708008,,,,,
2,699,,,,,,0.5652059316635132,0.001909509301185608,0.11827386170625687,0.44674110412597656,0.10359647125005722,,,,,
2,749,,,,,,0.6037889719009399,0.000485837459564209,0.12592929601669312,0.4778110980987549,0.10362710803747177,,,,,
2,794,,,,,,,,,,,1.1587364673614502,0.000874251127243042,0.18334393203258514,0.9753052592277527,0.10365431010723114
3,799,,,,,,0.5242130160331726,0.001103043556213379,0.10640314966440201,0.41769954562187195,0.10365018993616104,,,,,
3,849,,,,,,0.5441065430641174,0.0006811618804931641,0.10552220046520233,0.438516229391098,0.10366370528936386,,,,,
3,899,,,,,,0.5267255902290344,0.0016649067401885986,0.09159035235643387,0.4349687695503235,0.1036922037601471,,,,,
3,949,,,,,,0.577957272529602,0.0002381354570388794,0.114284947514534,0.4636484980583191,0.10371167957782745,,,,,
3,999,,,,,,0.5471197962760925,0.0008998513221740723,0.10502345114946365,0.44200634956359863,0.10372626036405563,,,,,
3,1049,,,,,,0.5788999199867249,0.00016851723194122314,0.09947732836008072,0.4794057309627533,0.10373164713382721,,,,,
3,1059,,,,,,,,,,,1.1136901378631592,0.0012993961572647095,0.15312092006206512,0.9604388475418091,0.1037336215376854
4,1099,,,,,,0.5083828568458557,2.4527311325073242e-05,0.08975059539079666,0.41862982511520386,0.10372940450906754,,,,,
4,1149,,,,,,0.5129429697990417,0.001828119158744812,0.09080497175455093,0.4219551980495453,0.10372927784919739,,,,,
4,1199,,,,,,0.53240966796875,0.00022058188915252686,0.09602374583482742,0.4363638758659363,0.10373720526695251,,,,,
4,1249,,,,,,0.4920179545879364,0.0002547949552536011,0.09767521172761917,0.39431726932525635,0.1037217304110527,,,,,
4,1299,,,,,,0.4751972258090973,0.002428874373435974,0.08136367052793503,0.39359065890312195,0.10373300313949585,,,,,
4,1324,,,,,,,,,,,1.1008332967758179,0.00029249489307403564,0.13671286404132843,0.964091420173645,0.1037374883890152
5,1349,,,,,,0.5323923230171204,0.0004797428846359253,0.08831841498613358,0.4440259039402008,0.10373187065124512,,,,,
5,1399,,,,,,0.5165432095527649,0.0010925829410552979,0.08866136521100998,0.4277726113796234,0.1037449836730957,,,,,
5,1449,,,,,,0.5006204843521118,0.00035728514194488525,0.08324746787548065,0.4173372983932495,0.10373751819133759,,,,,
5,1499,,,,,,0.45466217398643494,0.0016424953937530518,0.07577696442604065,0.3787209689617157,0.10375183075666428,,,,,
5,1549,,,,,,0.4773685336112976,0.0008899569511413574,0.07875240594148636,0.3985271453857422,0.10376670956611633,,,,,
5,1589,,,,,,,,,,,1.107327938079834,0.00038380923797376454,0.1283380538225174,0.978951632976532,0.10377918183803558
6,1599,,,,,,0.48581501841545105,0.00031016767024993896,0.08148057013750076,0.4043034315109253,0.10377942770719528,,,,,
6,1649,,,,,,0.5345756411552429,0.0006754696369171143,0.0837753638625145,0.4507327377796173,0.10380876809358597,,,,,
6,1699,,,,,,0.4350220561027527,0.00037088990211486816,0.0777779296040535,0.3572070300579071,0.10383817553520203,,,,,
6,1749,,,,,,0.46942153573036194,0.0001135021448135376,0.08637158572673798,0.38303858041763306,0.10388098657131195,,,,,
6,1799,,,,,,0.5306753516197205,0.0005645155906677246,0.08962321281433105,0.4409957230091095,0.10391224920749664,,,,,
6,1849,,,,,,0.4600619673728943,0.00039508938789367676,0.07872924953699112,0.3812932074069977,0.10393384844064713,,,,,
6,1854,,,,,,,,,,,1.119832158088684,5.930662155151367e-05,0.12826791405677795,0.9915586709976196,0.10393426567316055
7,1899,,,,,,0.5103840827941895,0.0009270012378692627,0.08973554521799088,0.42055585980415344,0.1039782166481018,,,,,
7,1949,,,,,,0.4772645831108093,0.0034386813640594482,0.09038625657558441,0.3865344822406769,0.10401113331317902,,,,,
7,1999,,,,,,0.4873366057872772,0.0010900497436523438,0.09236473590135574,0.3948628604412079,0.10407799482345581,,,,,
7,2049,,,,,,0.5328627824783325,0.0005887895822525024,0.10269975662231445,0.43010416626930237,0.10415291041135788,,,,,
7,2099,,,,,,0.47366487979888916,0.0005971938371658325,0.10403481125831604,0.3695703446865082,0.10422730445861816,,,,,
7,2119,,,,,,,,,,,1.150465488433838,0.0016261041164398193,0.14793360233306885,1.0023694038391113,0.10425892472267151
8,2149,,,,,,0.535818338394165,0.0005664080381393433,0.13078278303146362,0.4049789011478424,0.10430166870355606,,,,,
8,2199,,,,,,0.5566955208778381,0.0006222277879714966,0.1292000114917755,0.4274332821369171,0.10437531024217606,,,,,
8,2249,,,,,,0.5258052945137024,0.0006324946880340576,0.14732059836387634,0.378421425819397,0.10444734245538712,,,,,
8,2299,,,,,,0.5690008997917175,0.0006234794855117798,0.17031069099903107,0.3986278772354126,0.10454051941633224,,,,,
8,2349,,,,,,0.6446995735168457,0.001040637493133545,0.18471813201904297,0.4598773717880249,0.10466663539409637,,,,,
8,2384,,,,,,,,,,,1.221004605293274,0.00034089386463165283,0.20845122635364532,1.012519359588623,0.10472828149795532
9,2399,,,,,,0.5666146278381348,0.0005044788122177124,0.24197374284267426,0.32459044456481934,0.10475224256515503,,,,,
9,2449,,,,,,0.6119765043258667,0.0020268112421035767,0.2113877236843109,0.40038609504699707,0.10483692586421967,,,,,
9,2499,,,,,,0.5689951181411743,0.0016286373138427734,0.213890939950943,0.35494130849838257,0.10494991391897202,,,,,
9,2549,,,,,,0.5858147740364075,0.0006291568279266357,0.2264450639486313,0.3593067526817322,0.10508008301258087,,,,,
9,2599,,,,,,0.7711462378501892,0.0005062520503997803,0.2835701107978821,0.4875255525112152,0.10518265515565872,,,,,
9,2649,,,,,,0.39242640137672424,0.0014154016971588135,0.15564140677452087,0.2366434782743454,0.10530472546815872,,,,,
9,2649,,,,,,,,,,,1.3261409997940063,0.0010204464197158813,0.2997308075428009,1.0263080596923828,0.10530506074428558
10,2699,,,,,,0.6603680849075317,0.0006268024444580078,0.31910112500190735,0.3412042260169983,0.10545184463262558,,,,,
10,2749,,,,,,0.7017524838447571,0.00030322372913360596,0.38074791431427,0.3209742307662964,0.10557078570127487,,,,,
10,2799,,,,,,0.7998681664466858,0.00010095536708831787,0.43475720286369324,0.3651008605957031,0.1056831032037735,,,,,
10,2849,,,,,,0.7759242057800293,0.0015108585357666016,0.4052026867866516,0.37057042121887207,0.10583104193210602,,,,,
10,2899,,,,,,0.8539541363716125,0.0005337297916412354,0.4679163992404938,0.3859844207763672,0.10595769435167313,,,,,
10,2914,,,,,,,,,,,1.4260743856430054,0.00042289498378522694,0.38972142338752747,1.0363107919692993,0.1060081273317337
11,2949,,,,,,0.8209477066993713,0.001447528600692749,0.4442019760608673,0.3766009211540222,0.10609281808137894,,,,,
11,2999,,,,,,0.8702056407928467,9.930133819580078e-05,0.5210184454917908,0.3491772413253784,0.10623535513877869,,,,,
11,3049,,,,,,0.9599379897117615,0.000645071268081665,0.5337536334991455,0.426119863986969,0.10639458894729614,,,,,
11,3099,,,,,,0.9612337350845337,0.0007500946521759033,0.6216391921043396,0.33951959013938904,0.10660598427057266,,,,,
11,3149,,,,,,0.9314669966697693,0.0016028359532356262,0.5623706579208374,0.36893603205680847,0.10676078498363495,,,,,
11,3179,,,,,,,,,,,1.4805235862731934,0.0017306741792708635,0.450577050447464,1.0297738313674927,0.10686438530683517
12,3199,,,,,,0.9999109506607056,0.0016236156225204468,0.5980883836746216,0.4016602039337158,0.10687214881181717,,,,,
