epoch,step,train_loss,train_ortho_penalty,train_recon_mse,train_task_mse,train_tau_value,val_loss,val_ortho_penalty,val_recon_mse,val_task_mse,val_tau_value
39,10499,1.849513053894043,4.404783248901367e-05,0.31524789333343506,0.2732295095920563,0.13461841642856598,,,,,
39,10549,1.6311594247817993,0.00046093761920928955,0.25584274530410767,0.35148483514785767,0.13474442064762115,,,,,
39,10599,2.3119194507598877,0.0019972920417785645,0.4141443371772766,0.2392006367444992,0.13483190536499023,,,,,
39,10599,,,,,,3.733180284500122,7.256865501403809e-05,0.4847981333732605,1.309117317199707,0.13483206927776337
40,10649,1.5680055618286133,0.00010803341865539551,0.25502392649650574,0.2927778959274292,0.13489842414855957,,,,,
40,10699,1.6512962579727173,0.00023677945137023926,0.2739063501358032,0.2815277874469757,0.13502295315265656,,,,,
40,10749,1.4390907287597656,0.001676797866821289,0.22964949905872345,0.28916651010513306,0.1351383477449417,,,,,
40,10799,1.685444712638855,0.001393839716911316,0.28118932247161865,0.27810433506965637,0.13518352806568146,,,,,
40,10849,1.9073679447174072,0.00036992132663726807,0.3238658308982849,0.2876688241958618,0.1353190690279007,,,,,
40,10864,,,,,,3.8416056632995605,0.0015214014565572143,0.5082594752311707,1.2987867593765259,0.13537338376045227
41,10899,1.681767463684082,0.000662684440612793,0.2768523693084717,0.2968429625034332,0.1354261338710785,,,,,
41,10949,1.743514060974121,0.0005564391613006592,0.29836949706077576,0.2511100172996521,0.13554777204990387,,,,,
41,10999,1.5627375841140747,0.0010112076997756958,0.2525407671928406,0.2990224361419678,0.13560253381729126,,,,,
41,11049,1.6440154314041138,0.0030827224254608154,0.2682417631149292,0.29972389340400696,0.1356661319732666,,,,,
41,11099,2.000652313232422,0.002643302083015442,0.33764562010765076,0.3097807765007019,0.13577526807785034,,,,,
41,11129,,,,,,4.026166915893555,0.0017703176708891988,0.5406185388565063,1.3213034868240356,0.1358584761619568
42,11149,1.603466510772705,0.0005183964967727661,0.2654727101325989,0.2755845785140991,0.1359120011329651,,,,,
42,11199,1.644450306892395,0.0007633939385414124,0.27038052678108215,0.29178425669670105,0.13603030145168304,,,,,
42,11249,2.010998487472534,9.642541408538818e-05,0.3487626910209656,0.2670886814594269,0.13606610894203186,,,,,
42,11299,1.7273972034454346,0.0007357746362686157,0.283547967672348,0.30892160534858704,0.1362190991640091,,,,,
42,11349,1.9769710302352905,0.0016453266143798828,0.33548834919929504,0.2978839576244354,0.1363183557987213,,,,,
42,11394,,,,,,4.113006114959717,0.0005893707275390625,0.5581002235412598,1.3219150304794312,0.1363719403743744
43,11399,1.8123209476470947,0.0003886967897415161,0.3059239983558655,0.2823122441768646,0.13636831939220428,,,,,
43,11449,1.801079511642456,0.0015368536114692688,0.298690527677536,0.3060900568962097,0.13647766411304474,,,,,
43,11499,2.0029869079589844,0.0011603012681007385,0.34917500615119934,0.255951464176178,0.13653020560741425,,,,,
43,11549,1.7057597637176514,0.00046674907207489014,0.2915748953819275,0.24741849303245544,0.13661932945251465,,,,,
43,11599,1.588039755821228,0.0008263587951660156,0.2570408582687378,0.30200907588005066,0.1367090344429016,,,,,
43,11649,2.049773693084717,0.00031529366970062256,0.3498361110687256,0.30027806758880615,0.13680046796798706,,,,,
43,11659,,,,,,4.251604080200195,0.0002824366092681885,0.5882235169410706,1.3102023601531982,0.1368204653263092
44,11699,2.019906997680664,0.001023411750793457,0.34749653935432434,0.2814008295536041,0.13687507808208466,,,,,
44,11749,1.9800512790679932,3.641843795776367e-05,0.3402639925479889,0.2786949872970581,0.13695409893989563,,,,,
44,11799,2.2172586917877197,0.0003856569528579712,0.3907221853733063,0.26326197385787964,0.13701438903808594,,,,,
44,11849,1.9734370708465576,0.0007319897413253784,0.3415399193763733,0.26500552892684937,0.13711248338222504,,,,,
44,11899,1.6339255571365356,0.0007973387837409973,0.2751930058002472,0.2571631073951721,0.13721154630184174,,,,,
44,11924,,,,,,4.407316207885742,0.0005254000425338745,0.6194555759429932,1.3095141649246216,0.13724929094314575
45,11949,1.8259246349334717,0.0012314766645431519,0.3136015236377716,0.25668567419052124,0.13724194467067719,,,,,
45,11999,2.5011038780212402,0.0005942732095718384,0.44784021377563477,0.2613084614276886,0.13732336461544037,,,,,
45,12049,1.8239349126815796,0.0004218444228172302,0.3144073188304901,0.25147634744644165,0.13737687468528748,,,,,
45,12099,2.4151699542999268,0.0006994754076004028,0.4344938099384308,0.24200130999088287,0.13749058544635773,,,,,
45,12149,2.0708553791046143,0.0011057406663894653,0.3578779995441437,0.2803597152233124,0.13755302131175995,,,,,
45,12189,,,,,,4.600597381591797,0.0005962103605270386,0.6541964411735535,1.3290208578109741,0.1376381665468216
46,12199,2.2791638374328613,0.00012145936489105225,0.4056217670440674,0.2509337067604065,0.13764949142932892,,,,,
46,12249,2.2625985145568848,0.0007714778184890747,0.40363186597824097,0.24366754293441772,0.13772235810756683,,,,,
46,12299,2.088289737701416,2.5220215320587158e-05,0.3577720522880554,0.2994040548801422,0.13781534135341644,,,,,
46,12349,2.063812494277954,0.0012209489941596985,0.36118823289871216,0.25665050745010376,0.13787537813186646,,,,,
46,12399,2.1629693508148193,0.001018822193145752,0.37714001536369324,0.27625060081481934,0.13794788718223572,,,,,
46,12449,2.4819326400756836,0.001191258430480957,0.44290387630462646,0.2662217915058136,0.13802248239517212,,,,,
46,12454,,,,,,4.735618591308594,0.0004155040078330785,0.6829306483268738,1.3205491304397583,0.13803569972515106
47,12499,2.3511533737182617,0.001408219337463379,0.4170238971710205,0.2646258771419525,0.13811182975769043,,,,,
47,12549,2.0570201873779297,0.0016789138317108154,0.35780662298202515,0.26630809903144836,0.13820824027061462,,,,,
47,12599,2.2833974361419678,0.0015038326382637024,0.40264666080474854,0.268660306930542,0.138271763920784,,,,,
47,12649,2.364168643951416,0.0005560740828514099,0.4148387014865875,0.2894190549850464,0.13832606375217438,,,,,
47,12699,2.2247889041900635,4.6879053115844727e-05,0.38579097390174866,0.2957870364189148,0.13836920261383057,,,,,
47,12719,,,,,,4.914035320281982,0.0009963512420654297,0.7178575992584229,1.3237518072128296,0.1384093165397644
48,12749,2.2775206565856934,0.0010272040963172913,0.3992879092693329,0.2800540328025818,0.13845618069171906,,,,,
48,12799,2.2135732173919678,0.00038016587495803833,0.3861318528652191,0.2825337052345276,0.1385178118944168,,,,,
48,12849,2.492826461791992,0.001291900873184204,0.4483054578304291,0.2500072121620178,0.1385829746723175,,,,,
48,12899,2.188256025314331,0.0012299716472625732,0.3834255337715149,0.2698984742164612,0.13869783282279968,,,,,
48,12949,1.9553331136703491,0.0009116232395172119,0.33640503883361816,0.2723963260650635,0.13874778151512146,,,,,
48,12984,,,,,,5.014040946960449,0.0005906224250793457,0.7374460697174072,1.3262195587158203,0.13879799842834473
49,12999,2.2808761596679688,0.0013226717710494995,0.4086149334907532,0.2364788055419922,0.13882409036159515,,,,,
49,13049,1.9358799457550049,0.00025913864374160767,0.3365449905395508,0.2528958022594452,0.13888239860534668,,,,,
49,13099,2.647738218307495,0.0007470175623893738,0.4730292856693268,0.28184497356414795,0.13893185555934906,,,,,
49,13149,2.567983865737915,0.0010233521461486816,0.46379125118255615,0.24800428748130798,0.13899554312229156,,,,,
49,13199,2.966207504272461,0.00034645944833755493,0.5325345396995544,0.30318838357925415,0.13908828794956207,,,,,
49,13249,3.9426918029785156,0.0005866140127182007,0.721723735332489,0.3334864675998688,0.13916367292404175,,,,,
49,13249,,,,,,5.1721601486206055,0.00018438698316458613,0.7671710848808289,1.3361202478408813,0.1391611248254776
50,13299,2.9457197189331055,0.0006517618894577026,0.5364676713943481,0.262729674577713,0.13921219110488892,,,,,
50,13349,2.3537256717681885,0.002048000693321228,0.4140097498893738,0.2816287577152252,0.1392902135848999,,,,,
50,13399,2.356297254562378,0.0019352585077285767,0.4172774851322174,0.2679746448993683,0.13935796916484833,,,,,
50,13449,2.368668556213379,0.0016977190971374512,0.4172493815422058,0.28072381019592285,0.13941040635108948,,,,,
50,13499,2.8264033794403076,0.0010697394609451294,0.5132024884223938,0.2593212127685547,0.1394752860069275,,,,,
50,13514,,,,,,5.348998069763184,0.0014691352844238281,0.801902174949646,1.338018536567688,0.13947421312332153
51,13549,2.5802974700927734,0.000997975468635559,0.46458700299263,0.25636422634124756,0.13953512907028198,,,,,
51,13599,2.1055188179016113,5.227327346801758e-05,0.369897723197937,0.255977988243103,0.13960717618465424,,,,,
51,13649,2.5891191959381104,0.0005282387137413025,0.4624670147895813,0.2762558162212372,0.13965263962745667,,,,,
51,13699,2.3035881519317627,0.001134440302848816,0.4016258716583252,0.29432445764541626,0.13972045481204987,,,,,
51,13749,3.2336502075195312,0.0009513869881629944,0.5925331115722656,0.27003341913223267,0.13978102803230286,,,,,
51,13779,,,,,,5.444580554962158,0.0003897324204444885,0.8230637907981873,1.3288698196411133,0.13980604708194733
52,13799,2.691098690032959,0.0003361254930496216,0.49335452914237976,0.22398996353149414,0.13982518017292023,,,,,
52,13849,2.9854917526245117,0.0007461532950401306,0.5491013526916504,0.23923881351947784,0.13986775279045105,,,,,
52,13899,3.131955623626709,0.0009255111217498779,0.570512056350708,0.27846986055374146,0.13994883000850677,,,,,
52,13949,2.975146770477295,0.0006348639726638794,0.5409225225448608,0.26989904046058655,0.14000995457172394,,,,,
52,13999,2.2929656505584717,0.0013921335339546204,0.403215229511261,0.2754973769187927,0.14010995626449585,,,,,
52,14044,,,,,,5.524892330169678,0.00012370944023132324,0.840174674987793,1.3238952159881592,0.14014531672000885
53,14049,2.6387898921966553,6.154179573059082e-05,0.4771936237812042,0.25276026129722595,0.14014941453933716,,,,,
53,14099,3.327486991882324,0.001483030617237091,0.6164252758026123,0.2438775897026062,0.14023642241954803,,,,,
53,14149,2.156813383102417,0.001241333782672882,0.37862974405288696,0.2624233365058899,0.14027076959609985,,,,,
53,14199,2.473395347595215,0.0005968809127807617,0.4444029629230499,0.2507835626602173,0.14033125340938568,,,,,
53,14249,2.5477123260498047,8.586794137954712e-05,0.4542577862739563,0.27633753418922424,0.14041085541248322,,,,,
53,14299,2.8764607906341553,0.00118352472782135,0.5165449380874634,0.292552649974823,0.14044445753097534,,,,,
53,14309,,,,,,5.673033714294434,0.00022261589765548706,0.8682180643081665,1.3317230939865112,0.14044539630413055
54,14349,2.6524317264556885,0.000569075345993042,0.4812068045139313,0.24582870304584503,0.14048703014850616,,,,,
54,14399,3.2594313621520996,0.0003832802176475525,0.5984488725662231,0.2668038308620453,0.14057710766792297,,,,,
54,14449,2.7512619495391846,0.0018144398927688599,0.4918750524520874,0.2900722324848175,0.14063550531864166,,,,,
54,14499,2.333500862121582,0.0005193054676055908,0.4181690216064453,0.24213646352291107,0.1406884789466858,,,,,
54,14549,1.9686812162399292,0.00042626261711120605,0.3445817828178406,0.24534597992897034,0.14071446657180786,,,,,
54,14574,,,,,,5.838937282562256,0.0008302479982376099,0.902030885219574,1.327951192855835,0.14075730741024017
55,14599,2.4556708335876465,9.581446647644043e-05,0.4382481575012207,0.2643342614173889,0.1407841593027115,,,,,
55,14649,2.3509151935577393,0.0009410902857780457,0.4094347655773163,0.3028002977371216,0.14083696901798248,,,,,
55,14699,2.8036510944366455,0.000827103853225708,0.5125335454940796,0.24015626311302185,0.14089371263980865,,,,,
55,14749,3.2768266201019287,5.560368299484253e-05,0.6062047481536865,0.24574722349643707,0.14094536006450653,,,,,
55,14799,2.249401330947876,0.0012074336409568787,0.39924541115760803,0.25196701288223267,0.14098519086837769,,,,,
55,14839,,,,,,5.95308780670166,0.0009669512510299683,0.9209145903587341,1.3475477695465088,0.14103442430496216
56,14849,2.353516101837158,0.0011901557445526123,0.41568198800086975,0.2739160358905792,0.14104777574539185,,,,,
56,14899,2.232517957687378,0.00019244104623794556,0.3937731385231018,0.26345986127853394,0.1411084532737732,,,,,
56,14949,2.7287654876708984,1.946091651916504e-05,0.49185845255851746,0.26945382356643677,0.14116482436656952,,,,,
56,14999,3.194505214691162,0.00036340951919555664,0.5911538004875183,0.23837275803089142,0.14120790362358093,,,,,
56,15049,2.693361520767212,0.00041847676038742065,0.49553337693214417,0.21527622640132904,0.1412876695394516,,,,,
56,15099,2.7715542316436768,0.001825958490371704,0.5036516785621643,0.2514699399471283,0.14133542776107788,,,,,
56,15104,,,,,,5.9948811531066895,0.002350747585296631,0.9305425882339478,1.3398174047470093,0.1413421481847763
57,15149,2.732736825942993,0.000982046127319336,0.4978516399860382,0.24249644577503204,0.14140641689300537,,,,,
57,15199,3.0535898208618164,0.0004152432084083557,0.5547599792480469,0.27937471866607666,0.14146476984024048,,,,,
57,15249,2.147145986557007,3.1322240829467773e-05,0.3785083591938019,0.2545730173587799,0.1415107101202011,,,,,
57,15299,2.6619434356689453,0.00029724836349487305,0.4795677959918976,0.263807088136673,0.1415344923734665,,,,,
57,15349,2.426110029220581,0.0006223171949386597,0.43085357546806335,0.271219938993454,0.14158323407173157,,,,,
57,15369,,,,,,6.089011192321777,0.0006830021739006042,0.9500411748886108,1.3381229639053345,0.14161211252212524
58,15399,3.1117281913757324,0.00026413798332214355,0.5735665559768677,0.24363136291503906,0.1416449397802353,,,,,
58,15449,2.150757074356079,0.00016086548566818237,0.3787752091884613,0.25672003626823425,0.1416741907596588,,,,,
58,15499,3.219816207885742,0.0003475695848464966,0.5944531559944153,0.24720299243927002,0.14171162247657776,,,,,
58,15549,2.7685816287994385,0.0005017071962356567,0.5031068325042725,0.2525457739830017,0.14178097248077393,,,,,
58,15599,2.9476637840270996,0.0007037445902824402,0.5372345447540283,0.2607872784137726,0.1418159306049347,,,,,
58,15634,,,,,,6.19802713394165,2.4244189262390137e-05,0.9741026759147644,1.327488899230957,0.141874298453331
59,15649,3.160048007965088,0.00038532912731170654,0.5812281370162964,0.2535218298435211,0.14188256859779358,,,,,
59,15699,2.455970287322998,0.0009111613035202026,0.43820127844810486,0.2640526294708252,0.1419200897216797,,,,,
59,15749,3.710679292678833,0.0006497427821159363,0.6820271611213684,0.29989391565322876,0.14194953441619873,,,,,
59,15799,2.885223388671875,0.0010682344436645508,0.5281376838684082,0.24346688389778137,0.14204047620296478,,,,,
59,15849,3.311232328414917,0.0006170570850372314,0.6069474816322327,0.275877982378006,0.14208747446537018,,,,,
59,15899,0.884944498538971,0.0006129592657089233,0.13508695363998413,0.20889677107334137,0.14213719964027405,,,,,
59,15899,,,,,,6.253434181213379,9.743870032252744e-05,0.9834579825401306,1.3360451459884644,0.1421414166688919
60,15949,3.419544219970703,0.0008145645260810852,0.6331668496131897,0.2528952956199646,0.14215418696403503,,,,,
60,15999,2.21401309967041,0.0001722574234008789,0.39995163679122925,0.21408262848854065,0.14219854772090912,,,,,
60,16049,3.480764150619507,0.0007424801588058472,0.6412018537521362,0.27401241660118103,0.1422659158706665,,,,,
60,16099,2.5143625736236572,0.0006516426801681519,0.44740942120552063,0.27666378021240234,0.14235533773899078,,,,,
60,16149,3.01454496383667,0.000733301043510437,0.5528382658958435,0.24962016940116882,0.1423599123954773,,,,,
60,16164,,,,,,6.283777713775635,0.0008270740509033203,0.9914534091949463,1.3256837129592896,0.1423673778772354
61,16199,2.401632070541382,0.0002317279577255249,0.43034589290618896,0.24967066943645477,0.14239801466464996,,,,,
61,16249,3.432527542114258,0.000911325216293335,0.6342060565948486,0.2605860233306885,0.14242751896381378,,,,,
61,16299,4.118253707885742,0.0005905479192733765,0.774054765701294,0.2473897784948349,0.1424546092748642,,,,,
61,16349,2.7051124572753906,1.4431774616241455e-05,0.4945554733276367,0.23232059180736542,0.14253583550453186,,,,,
61,16399,2.846611261367798,0.0013674050569534302,0.5172671675682068,0.25890815258026123,0.14255642890930176,,,,,
61,16429,,,,,,6.363924503326416,0.0005408972501754761,1.007782220840454,1.3244733810424805,0.14258386194705963
62,16449,3.5677900314331055,0.00039670616388320923,0.6609055995941162,0.2628653049468994,0.14259935915470123,,,,,
62,16499,2.7337913513183594,0.0004001706838607788,0.49795305728912354,0.24362605810165405,0.14263732731342316,,,,,
62,16549,2.735630989074707,0.0007804930210113525,0.49239033460617065,0.27289873361587524,0.1426730901002884,,,,,
62,16599,3.374429941177368,0.0006892085075378418,0.6149584650993347,0.2989481985569,0.14271487295627594,,,,,
62,16649,3.2607686519622803,0.000951126217842102,0.5979650616645813,0.26999229192733765,0.14277523756027222,,,,,
62,16694,,,,,,6.481008052825928,0.00025551021099090576,1.0289275646209717,1.336113452911377,0.14282064139842987
63,16699,3.7418107986450195,0.0002429485321044922,0.6927358508110046,0.27788856625556946,0.14283406734466553,,,,,
63,16749,2.957973003387451,0.0008520931005477905,0.5423093438148499,0.2455742061138153,0.14285050332546234,,,,,
63,16799,3.167222738265991,0.00011739134788513184,0.5809987187385559,0.2621118724346161,0.14288121461868286,,,,,
63,16849,3.4248220920562744,0.00039725005626678467,0.6304199695587158,0.2723250985145569,0.14292094111442566,,,,,
63,16899,3.315882444381714,0.0012096315622329712,0.6109975576400757,0.25968489050865173,0.14296117424964905,,,,,
63,16949,3.5109429359436035,0.0004490390419960022,0.651516854763031,0.2529096305370331,0.14298108220100403,,,,,
63,16959,,,,,,6.552154541015625,0.00027933716773986816,1.043543815612793,1.334155797958374,0.14300133287906647
64,16999,2.4424052238464355,0.0001862943172454834,0.44265440106391907,0.2289470136165619,0.1430378556251526,,,,,
64,17049,2.3094210624694824,0.00013460218906402588,0.40948760509490967,0.2618483006954193,0.14304502308368683,,,,,
64,17099,3.843428373336792,0.0006759315729141235,0.7171051502227783,0.25722676515579224,0.14310967922210693,,,,,
64,17149,3.4202370643615723,0.0008295625448226929,0.6355403065681458,0.24170613288879395,0.14314138889312744,,,,,
64,17199,4.366539478302002,0.00035594403743743896,0.8264049291610718,0.23415876924991608,0.1431998610496521,,,,,
64,17224,,,,,,6.587630271911621,0.0002219751477241516,1.050482153892517,1.3349958658218384,0.14323806762695312
65,17249,3.728330135345459,0.0005054771900177002,0.6972945332527161,0.24135208129882812,0.1432592272758484,,,,,
65,17299,3.313927412033081,0.0003492981195449829,0.6095738410949707,0.26570895314216614,0.14329297840595245,,,,,
65,17349,2.913787841796875,0.00024338066577911377,0.529071033000946,0.2681892216205597,0.14334431290626526,,,,,
65,17399,3.969956874847412,0.000863194465637207,0.7393755316734314,0.27221593260765076,0.14340338110923767,,,,,
65,17449,3.4270243644714355,0.0002388209104537964,0.6389967799186707,0.23180140554904938,0.1434069573879242,,,,,
65,17489,,,,,,6.636249542236328,0.0006180852651596069,1.0594338178634644,1.3384618759155273,0.14342211186885834
66,17499,2.8528711795806885,0.0007883608341217041,0.5147591829299927,0.27828705310821533,0.14343778789043427,,,,,
66,17549,2.774055242538452,0.0002954155206680298,0.5047447681427002,0.25003600120544434,0.14346705377101898,,,,,
66,17599,3.5974557399749756,0.0003272444009780884,0.6718080043792725,0.23808826506137848,0.1434914618730545,,,,,
66,17649,3.801048994064331,0.00020176172256469727,0.7091794013977051,0.25495025515556335,0.1435551643371582,,,,,
66,17699,3.217310667037964,0.00019377470016479492,0.5896931886672974,0.2686508893966675,0.143576517701149,,,,,
66,17749,3.265791416168213,0.0012830495834350586,0.6024149060249329,0.2524336576461792,0.1436004936695099,,,,,
66,17754,,,,,,6.681074619293213,0.0018449276685714722,1.0688070058822632,1.3351922035217285,0.1436053067445755
67,17799,3.7516987323760986,0.0005849003791809082,0.7053402066230774,0.22441282868385315,0.14361685514450073,,,,,
67,17849,3.2795612812042236,6.373226642608643e-05,0.6083799004554749,0.23759828507900238,0.14366169273853302,,,,,
67,17899,3.9507827758789062,3.314018249511719e-05,0.7352484464645386,0.27450722455978394,0.14368557929992676,,,,,
67,17949,2.9625651836395264,0.0006523951888084412,0.5434001684188843,0.24491190910339355,0.14371977746486664,,,,,
67,17999,3.021066427230835,0.0003920942544937134,0.5514622330665588,0.2633630633354187,0.14376011490821838,,,,,
67,18019,,,,,,6.735393524169922,2.584606409072876e-05,1.0790128707885742,1.3403040170669556,0.1437671184539795
68,18049,3.357320785522461,0.0011461973190307617,0.6192116737365723,0.26011618971824646,0.14379757642745972,,,,,
68,18099,3.214618444442749,0.0004694610834121704,0.5901941061019897,0.26317840814590454,0.14383266866207123,,,,,
68,18149,2.877519369125366,0.0001179128885269165,0.5205946564674377,0.2744280695915222,0.14386789500713348,,,,,
68,18199,2.7830920219421387,0.00029496848583221436,0.5069506764411926,0.24804379045963287,0.14389292895793915,,,,,
68,18249,2.978178024291992,0.0005315318703651428,0.5443363189697266,0.25596508383750916,0.14392589032649994,,,,,
68,18284,,,,,,6.764565467834473,0.00041797757148742676,1.0866299867630005,1.330995798110962,0.14395976066589355
69,18299,3.8976168632507324,0.0004708319902420044,0.7296323180198669,0.24898429214954376,0.14396882057189941,,,,,
69,18349,3.571636199951172,0.0001976490020751953,0.6688908338546753,0.22698427736759186,0.14401653409004211,,,,,
69,18399,3.55043625831604,0.00034353137016296387,0.6577853560447693,0.2611657679080963,0.1440230756998062,,,,,
69,18449,2.6296274662017822,0.0004546046257019043,0.4746830463409424,0.25575757026672363,0.14404776692390442,,,,,
69,18499,2.706017255783081,0.00017945468425750732,0.49463173747062683,0.23267923295497894,0.14409618079662323,,,,,
69,18549,1.2039544582366943,2.0563602447509766e-05,0.18325762450695038,0.28764569759368896,0.1441020667552948,,,,,
69,18549,,,,,,6.832571983337402,0.0009750574827194214,1.0984712839126587,1.3392390012741089,0.14410144090652466
70,18599,3.241685390472412,0.0014166980981826782,0.6014655232429504,0.2329411804676056,0.14412617683410645,,,,,
70,18649,3.1327388286590576,0.0004534423351287842,0.5714492201805115,0.2750392556190491,0.14419342577457428,,,,,
70,18699,3.1173691749572754,0.00058765709400177,0.5734949707984924,0.24930667877197266,0.1442110538482666,,,,,
70,18749,3.970151424407959,0.0006589889526367188,0.7383520007133484,0.27773234248161316,0.14422829449176788,,,,,
70,18799,3.274937629699707,3.4362077713012695e-05,0.6022393703460693,0.26370635628700256,0.1442674696445465,,,,,
70,18814,,,,,,6.873569488525391,0.0003668591089081019,1.1079679727554321,1.3333637714385986,0.1442667841911316
71,18849,2.0576465129852295,5.10290265083313e-05,0.3591528534889221,0.26183122396469116,0.14427557587623596,,,,,
71,18899,3.512605905532837,6.20037317276001e-05,0.655616044998169,0.23446369171142578,0.1443185657262802,,,,,
71,18949,3.678424119949341,0.000243455171585083,0.6815470457077026,0.2704453766345978,0.1443435102701187,,,,,
71,18999,4.167980670928955,0.00012912601232528687,0.7886385321617126,0.22465865314006805,0.1443779468536377,,,,,
71,19049,2.8948493003845215,8.095055818557739e-05,0.524873673915863,0.27039968967437744,0.14439640939235687,,,,,
71,19079,,,,,,6.946875095367432,0.0007660239934921265,1.121610164642334,1.3380593061447144,0.14440418779850006
72,19099,3.423253059387207,0.0006105601787567139,0.6377178430557251,0.23405346274375916,0.14441625773906708,,,,,
72,19149,3.1772751808166504,0.0001765415072441101,0.5873328447341919,0.24043473601341248,0.14443808794021606,,,,,
72,19199,2.088752031326294,0.0004836618900299072,0.36151155829429626,0.2807103991508484,0.14446943998336792,,,,,
72,19249,2.9146041870117188,9.94950532913208e-05,0.5385349988937378,0.22182954847812653,0.1445012241601944,,,,,
72,19299,3.038947582244873,6.45667314529419e-05,0.5572871565818787,0.25244712829589844,0.14451204240322113,,,,,
72,19344,,,,,,6.997586727142334,8.37966799736023e-05,1.132716417312622,1.3339234590530396,0.144542396068573
73,19349,4.0318427085876465,0.000349290668964386,0.7506281137466431,0.27835288643836975,0.14454717934131622,,,,,
73,19399,2.9371907711029053,0.0004680454730987549,0.5364199280738831,0.25462305545806885,0.14456307888031006,,,,,
73,19449,4.078542709350586,0.0005265623331069946,0.7636043429374695,0.2599945664405823,0.14459054172039032,,,,,
73,19499,3.8261568546295166,0.00047456473112106323,0.7184436917304993,0.23346392810344696,0.14462700486183167,,,,,
73,19549,3.794728994369507,0.0001846998929977417,0.7095701098442078,0.2466936558485031,0.14466160535812378,,,,,
73,19599,4.246726036071777,0.0009036734700202942,0.8004001379013062,0.2438214272260666,0.14467692375183105,,,,,
73,19609,,,,,,7.052849292755127,0.00011524558067321777,1.1447302103042603,1.3290824890136719,0.1446836143732071
74,19649,3.902050018310547,0.0002799034118652344,0.7296362519264221,0.2535889446735382,0.1447051465511322,,,,,
74,19699,4.01918363571167,0.0010505467653274536,0.7572448253631592,0.23190903663635254,0.1447286456823349,,,,,
74,19749,3.806410074234009,0.001009225845336914,0.7168170213699341,0.22131580114364624,0.14473050832748413,,,,,
74,19799,3.211052894592285,0.00036419928073883057,0.59356290102005,0.24287410080432892,0.1447749137878418,,,,,
74,19849,3.4946951866149902,0.00046674907207489014,0.6515685319900513,0.23638580739498138,0.14478905498981476,,,,,
74,19874,,,,,,7.115246295928955,9.009242057800293e-05,1.1567102670669556,1.3316084146499634,0.14482219517230988
75,19899,3.682319402694702,0.00039977580308914185,0.6933422684669495,0.21520817279815674,0.14483192563056946,,,,,
75,19949,3.1496403217315674,0.00037075579166412354,0.5767796635627747,0.2653714120388031,0.1448478400707245,,,,,
75,19999,3.8897106647491455,0.0003887936472892761,0.7301243543624878,0.23869982361793518,0.14486926794052124,,,,,
75,20049,3.7043704986572266,0.00013872236013412476,0.6898750066757202,0.2548566460609436,0.14489001035690308,,,,,
75,20099,3.3346433639526367,0.0011351779103279114,0.619696855545044,0.23502391576766968,0.14491622149944305,,,,,
75,20139,,,,,,7.177815914154053,0.00034643709659576416,1.1683447360992432,1.335745096206665,0.14492584764957428
76,20149,3.309427499771118,9.785592555999756e-05,0.614709734916687,0.23578085005283356,0.14493051171302795,,,,,
76,20199,3.5204005241394043,1.0035932064056396e-05,0.6577508449554443,0.23163628578186035,0.14496128261089325,,,,,
76,20249,3.198213577270508,0.00026957690715789795,0.593980610370636,0.22804082930088043,0.14496488869190216,,,,,
76,20299,4.2762980461120605,0.0001782625913619995,0.8027041554450989,0.2625989317893982,0.14497923851013184,,,,,
76,20349,3.743208169937134,0.00020520389080047607,0.6984700560569763,0.250652551651001,0.14500387012958527,,,,,
76,20399,4.043622016906738,0.0003360658884048462,0.7546743154525757,0.26991426944732666,0.1450304090976715,,,,,
76,20404,,,,,,7.230045318603516,1.2472271919250488e-05,1.1791069507598877,1.334497332572937,0.14502903819084167
77,20449,4.237522602081299,0.00038055330514907837,0.8005814552307129,0.23423467576503754,0.14504440128803253,,,,,
77,20499,2.9376537799835205,0.0005868971347808838,0.5403977036476135,0.23507823050022125,0.14506816864013672,,,,,
77,20549,3.3672869205474854,0.0005194619297981262,0.6234980225563049,0.2492772489786148,0.14508530497550964,,,,,
77,20599,3.1522910594940186,0.0002466738224029541,0.5807623267173767,0.2482326477766037,0.14511394500732422,,,,,
77,20649,3.289332866668701,0.0003165900707244873,0.6109890937805176,0.23407086730003357,0.1451416164636612,,,,,
77,20669,,,,,,7.275119304656982,1.8596649169921875e-05,1.1872777938842773,1.3387128114700317,0.14514358341693878
78,20699,3.2638533115386963,0.0010407119989395142,0.6065022945404053,0.23030123114585876,0.14516136050224304,,,,,
78,20749,3.1974778175354004,0.0006737411022186279,0.5881454944610596,0.2560766339302063,0.1451771855354309,,,,,
78,20799,3.1782922744750977,5.9723854064941406e-05,0.5835980772972107,0.26024213433265686,0.1451966017484665,,,,,
78,20849,3.7079458236694336,1.2889504432678223e-05,0.6899383664131165,0.25824108719825745,0.14522837102413177,,,,,
78,20899,3.770327091217041,0.0005369782447814941,0.7037792205810547,0.2508940100669861,0.14524579048156738,,,,,
78,20934,,,,,,7.31195592880249,0.00030308961868286133,1.1975233554840088,1.3240360021591187,0.14525026082992554
79,20949,2.8444199562072754,2.3268163204193115e-05,0.514259397983551,0.2730996012687683,0.1452457457780838,,,,,
79,20999,3.784998655319214,0.0005289912223815918,0.7078682780265808,0.24512805044651031,0.1452743113040924,,,,,
