epoch,step,test_loss,test_ortho_penalty,test_recon_mse,test_task_mse,test_tau_value,train_loss,train_ortho_penalty,train_recon_mse,train_task_mse,train_tau_value,val_loss,val_ortho_penalty,val_recon_mse,val_task_mse,val_tau_value
3,949,,,,,,0.5116305351257324,0.0020447522401809692,0.0924190953373909,0.41900691390037537,0.10358980298042297,,,,,
3,999,,,,,,0.5014531016349792,8.89599323272705e-06,0.09483274817466736,0.40661948919296265,0.10360288619995117,,,,,
3,1049,,,,,,0.5230690836906433,0.0026802122592926025,0.09154024720191956,0.4312607944011688,0.1036350354552269,,,,,
3,1059,,,,,,,,,,,1.098819375038147,0.0006657540798187256,0.11817631125450134,0.980576753616333,0.1036454290151596
4,1099,,,,,,0.5121976733207703,0.0001551210880279541,0.08668504655361176,0.4254971444606781,0.10367859154939651,,,,,
4,1149,,,,,,0.5685825943946838,4.392862319946289e-05,0.08553530275821686,0.4830428659915924,0.1037071943283081,,,,,
4,1199,,,,,,0.48816531896591187,0.0008051693439483643,0.08296127617359161,0.4051235020160675,0.10373616218566895,,,,,
4,1249,,,,,,0.5155971646308899,0.0002269744873046875,0.085436150431633,0.4301382899284363,0.10373368859291077,,,,,
4,1299,,,,,,0.448985755443573,0.0004182755947113037,0.08294016122817993,0.36600378155708313,0.10376760363578796,,,,,
4,1324,,,,,,,,,,,1.106420636177063,0.0013809949159622192,0.10653191059827805,0.9997504353523254,0.10380977392196655
5,1349,,,,,,0.4555758535861969,0.000558897852897644,0.07723593711853027,0.3782840371131897,0.10380621254444122,,,,,
5,1399,,,,,,0.4993422031402588,0.0006192773580551147,0.08346521109342575,0.4158150553703308,0.10384559631347656,,,,,
5,1449,,,,,,0.48408329486846924,0.00013525784015655518,0.07861468940973282,0.405455082654953,0.10383804887533188,,,,,
5,1499,,,,,,0.5474507808685303,0.001030266284942627,0.0790819302201271,0.4682658016681671,0.10384164750576019,,,,,
5,1549,,,,,,0.5423190593719482,0.00019431114196777344,0.08311058580875397,0.4591890573501587,0.10386922210454941,,,,,
5,1589,,,,,,,,,,,1.1075165271759033,0.0013148784637451172,0.0986141487956047,1.00877046585083,0.10388217866420746
6,1599,,,,,,0.4745732545852661,0.0003015100955963135,0.07057727873325348,0.4039658308029175,0.10390953719615936,,,,,
6,1649,,,,,,0.5026457905769348,0.0004429072141647339,0.08085507899522781,0.4217464029788971,0.1038951501250267,,,,,
6,1699,,,,,,0.4646699130535126,0.0007919073104858398,0.07901526987552643,0.38557544350624084,0.10390643030405045,,,,,
6,1749,,,,,,0.4667912721633911,0.002272561192512512,0.07570686936378479,0.39085716009140015,0.10398558527231216,,,,,
6,1799,,,,,,0.4906250834465027,0.0019042789936065674,0.06806399673223495,0.42237064242362976,0.1040094718337059,,,,,
6,1849,,,,,,0.4306461811065674,0.0010722577571868896,0.07281488925218582,0.35772407054901123,0.10401938110589981,,,,,
6,1854,,,,,,,,,,,1.1085655689239502,0.00014603137969970703,0.09384483098983765,1.0147062540054321,0.10404149442911148
7,1899,,,,,,0.44008129835128784,0.0010306835174560547,0.06707857549190521,0.3728996515274048,0.10406740754842758,,,,,
7,1949,,,,,,0.4687447249889374,0.0015401840209960938,0.06632649153470993,0.40226420760154724,0.10409893840551376,,,,,
7,1999,,,,,,0.49995389580726624,0.001613020896911621,0.06989166140556335,0.4299009442329407,0.10412697494029999,,,,,
7,2049,,,,,,0.4329961836338043,0.0001690983772277832,0.06557866930961609,0.3674006164073944,0.10416900366544724,,,,,
7,2099,,,,,,0.43402138352394104,0.00307600200176239,0.06722978502511978,0.36648401618003845,0.10422701388597488,,,,,
7,2119,,,,,,,,,,,1.1230603456497192,0.0024486780166625977,0.09215906262397766,1.0306565761566162,0.10424138605594635
8,2149,,,,,,0.44281095266342163,0.0002453029155731201,0.07373517006635666,0.3690512478351593,0.10428811609745026,,,,,
8,2199,,,,,,0.39096322655677795,7.11679458618164e-05,0.07219455391168594,0.31876155734062195,0.10437488555908203,,,,,
8,2249,,,,,,0.5176326036453247,0.0006624609231948853,0.06553111970424652,0.4520352780818939,0.10436136275529861,,,,,
8,2299,,,,,,0.43046724796295166,5.945563316345215e-05,0.06908388435840607,0.36137741804122925,0.10436350107192993,,,,,
8,2349,,,,,,0.46014204621315,0.0023232251405715942,0.07089004665613174,0.3890196979045868,0.10445448756217957,,,,,
8,2384,,,,,,,,,,,1.1228508949279785,0.0023149847984313965,0.09943443536758423,1.023184895515442,0.10447372496128082
9,2385,0.7959927916526794,0.0006657540798187256,0.10525596141815186,0.6906701326370239,0.1036454290151596,,,,,,,,,,
